番号,単語,発音記号,品詞,意味,補足,例文,例文訳
3434,coincidence,/koʊˈɪnsɪdəns/,名詞,偶然の一致、同時に起こること,「なんて偶然なんだ！」と会話で言う時は、What a coincidence! と表現します。,,
3435,correspondence,/ˌcɔːrəˈspɑːndəns/,名詞,手紙のやり取り、通信、一致、調和,離れた人とメールや書簡をやり取りすること、または事実と理論などの「整合・対応性」を意味します。,,
3436,ballot,/ˈbælət/,名詞、動詞,【名】投票、投票用紙、総投票数【動】投票する,秘密投票を行う用紙そのものや、投票という行為全体を指します（cast a ballot = 投票する）。,,
3437,competence,/ˈcɑːmpɪtəns/,名詞,能力、適性、力量,特定の仕事を適切に遂行するために必要な実務的なスキルや資質を指します。形容詞は competent。,,
3438,acceptance,/əkˈseptəns/,名詞,受理、受け入れ、承認、合格,大学からの「合格通知」は acceptance letter、事実を受け入れることは acceptance of the truth と言います。,,
3439,leftover,/ˈleftoʊvər/,名詞、形容詞,【名】食べ残し、残り物【形】残った,食事の場面において、食べきれずに残ったおかずなどを複数形で leftovers と呼ぶのが日常的です。,,
3440,dweller,/ˈdwelər/,名詞,居住者、住民,動詞 dwell（住む）に -er がついたもの。都市住民を city dweller と呼ぶように使われます。,,
3441,standby,/ˈstændbaɪ/,名詞、形容詞、副詞,【名】予備、待機、いざという時の頼みの綱【形】待機している,飛行機の空席待ち（standby ticket）や、家電が電源ONで待っている状態などでお馴染みです。,,
3442,accuracy,/ˈækjərəsi/,名詞,正確さ、精度,形容詞 accurate（正確な）の名詞形。計算や予測などがどれだけ正確であるかを示します。,,
3443,lenient,/ˈliːniənt/,形容詞,寛大な、甘い、情け深い,規則の違反者や子供のいたずらに対して、厳しく罰せず許す態度を指します（lenient teacher）。,,
3444,perilous,/ˈperələs/,形容詞,危険な、極めて危険を伴う,名詞 peril（重大な危険）の形容詞形。生命を脅かすような大きな危険に直面する状況に使われます。,,
3445,persistent,/pərˈsɪstənt/,形容詞,執拗な、しつこい、持続する,困難があっても「粘り強い」という良い意味と、風邪の症状やストーカーなどの「しつこい」という悪い意味の両方があります。,,
3446,experimental,/ɪkˌsperɪˈmentl/,形容詞,実験的な、実験用の、独創的な,まだ実用段階ではなくテスト中である試みや、新しい手法を用いた芸術作品などに使われます。,,
3447,improper,/ɪmˈprɑːpər/,形容詞,不適切な、マナーに反する、不作法な,適切な proper の対義語。モラルやマナーから逸脱している「不届きな」言動を指します。,,
3448,unconditional,/ˌʌnkənˈdɪʃənl/,形容詞,無条件の、絶対的な,条件を全くつけないことを指し、親が子に注ぐ「無償の愛（unconditional love）」などで使われます。,,
3449,counterfeit,/ˈkaʊntərfɪt/,形容詞、名詞、動詞,【形】偽物の、偽造の【名】偽造品【動】偽造する,偽札（counterfeit money）や偽ブランド品のように、本物をだまして作成された違法な複製物に用いられます。,,
3450,sustainable,/səˈsteɪnəbl/,形容詞,持続可能な、維持できる,SDGs（Sustainable Development Goals = 持続可能な開発目標）によって国際的に重要視される単語です。,,
3451,democratic,/ˌdeməˈkrætɪk/,形容詞,民主的な、民主主義の,名詞 democracy の形容詞形。アメリカの「民主党」は Democratic Party と表記されます。,,
3452,ambitious,/æmˈbɪʃəs/,形容詞,野心的な、大志を抱いた、大がかりな,将来の成功を夢見るポジティブな野心や、実現困難だが挑戦しがいのある計画を指します。,,
3453,inaccurate,/ɪnˈækjərət/,形容詞,不正確な、間違いのある,正確な accurate の対義語。データや報道の内容が事実から少しズレている際などに使われます。,,
3454,inadequate,/ɪnˈædɪkwət/,形容詞,不十分な、不適切な、力不足の,適切な量や質が足りておらず（inadequate sleep = 睡眠不足）、要求を満たせない状態を表します。,,
3455,inappropriate,/ˌɪnəˈproʊprieɪt/,形容詞,不適切な、ふさわしくない,場違いな発言や（inappropriate comment）、TPOに合わない格好など、好ましくない評価に用います。,,
3456,uncertain,/ʌnˈsɜːrtn/,形容詞,不確実な、確信がない、不安定な,将来の見通しが立たない（uncertain future）や、自身の予測に自信がない（feel uncertain）場合に使われます。,,
3457,revolt,/rɪˈvoʊlt/,名詞、動詞,【名】反乱、暴動、反発【動】反乱を起こす、不快にさせる,権力者に対して立ち上がること。強烈な不快感を与える（revolt me）という意味でも使われます。,,
3458,deflect,/dɪˈflekt/,動詞,そらす、偏向させる、かわす,飛んでくるボールなどの軌道を変えることのほか、質問や批判から話をそらす（deflect a question）際にも使われます。,,
3459,demote,/ˌdiːˈmoʊt/,動詞,降格させる、役職を下げる,役職や地位を下げることを指します。昇進させる promote の対義語です。,,
3460,redeem,/rɪˈdiːm/,動詞,回復する、償う、引き換える,名誉などの回復や罪の償いのほか、クーポンやギフトカードを「商品に引き換える」際によく用いられます。,,
3461,eject,/ɪˈdʒekt/,動詞,追い出す、排出する、脱出する,機器からディスクを取り出す「取り出しボタン（eject button）」の表記でお馴染みです。,,
3462,falsify,/ˈfɔːlsɪfaɪ/,動詞,偽造する、偽る、改ざんする,データを意図的に書き換えたり、文書を捏造して事実を隠蔽する行為を指します（falsify data）。,,
3463,obstruct,/əbˈstrʌkt/,動詞,遮る、妨害する、ふさぐ,道路を塞いだり（obstruct the road）、「公務執行妨害（obstruction of justice）」などで使われます。,,
3464,delegate,/ˈdelɪɡət/,名詞、動詞,【名】代表、派遣団員【動】権限を委任する、代表として送る,公式な代表者を指すほか、ビジネスで自分の権限やタスクを部下に「任せる（delegate authority）」意味でも使われます。,,
3465,propel,/prəˈpel/,動詞,進ませる、推進する、駆り立てる,ボートなどを前方に推進させる propeller（プロペラ）の動詞形で、行動を促す抽象的要因にも使われます。,,
3466,scrape,/skreɪp/,動詞、名詞,【動】こする、削り取る、すりむく【名】こすること、擦り傷,鍋の底をスプーンでこすって削り取ることや、転んでひざを擦りむく（scrape my knee）際に使われます。,,
3467,overhaul,/ˌoʊvərˈhɔːl/,動詞、名詞,【動】徹底的に点検する、分解修理する、見直す【名】分解修理、大改革,機械を分解して細部まで検査・修理する意味から転じて、組織や制度の抜本的な「見直し」にも使われます。,,
3468,bait,/beɪt/,名詞、動詞,【名】エサ、ルアー、誘惑【動】エサを仕掛ける、からかう,釣りで針につけるエサを指す他、インターネットの引きの強いタイトル「クリックベイト」としても有名です。,,
3469,petition,/pəˈtɪʃn/,名詞、動詞,【名】嘆願書、請願【動】請願する、嘆願する,特定の要求や抗議のために多数の署名を集めて、行政や企業へ提出する書面を指します。,,
3470,ransom,/ˈrænsəm/,名詞、動詞,【名】身代金、解放【動】身代金を支払って救出する,人質事件で要求されるお金です。近年は身代金型ウイルス「ランサムウェア（ransomware）」が猛威を振るっています。,,
3471,fragrance,/ˈfreɪɡrəns/,名詞,芳香、良い香り、香水,花や化粧品、香水などの持つ、うっとりするような心地良い香りを指します。,,
3472,conquest,/ˈcɑːŋkwest/,名詞,征服、奪取、克服、獲得,武力によって敵地を支配下に置くことを指すほか、「困難の克服（conquest of disease）」にも使われます。,,
3473,sincerity,/sɪnˈserəti/,名詞,誠実、誠意、本気,形容詞 sincere（誠実な）の名詞形。手紙の結び言葉 Sincerely yours などの語源です。,,
3474,tariff,/ˈtærɪf/,名詞、動詞,【名】関税、料金表【動】関税を課す,海外から輸入される物品に国が課す税金のことで、貿易摩擦のニュースなどでよく登場します。,,
3475,outcast,/ˈaʊtkæst/,名詞、形容詞,【名】見捨てられた人、追放者【形】見捨てられた、追放された,社会や特定のグループから弾き出され、受け入れを拒否された孤独な人物を指します。,,
3476,scandal,/ˈskændl/,名詞,スキャンダル、醜聞、不名誉,著名人の不正や不適切な行いが公になり、大衆の非難や不信を招いている事態を指します。,,
3477,destruction,/dɪˈstrʌkʃn/,名詞,破壊、破滅、撲滅,動詞 destroy（破壊する）の名詞形。森林破壊は deforestation や forest destruction と言います。,,
3478,availability,/əˌveɪləˈbɪləti/,名詞,利用可能性、空き状況、入手できること,ビジネス会話において、予定が空いていること（check your availability）を指すのによく使われます。,,
